Index,Desired BPM,Array 1,Array 2
0.0,180.0,120.0,25.92647702407002
1.0,180.0,120.0,25.92647702407002
2.0,180.0,120.0,25.92647702407002
3.0,180.0,120.0,25.92647702407002
4.0,180.0,120.0,25.92647702407002
5.0,180.0,120.0,25.92647702407002
6.0,180.0,120.0,25.92647702407002
7.0,180.0,120.0,25.92647702407002
8.0,180.0,120.0,25.92647702407002
9.0,180.0,120.0,25.92647702407002
10.0,180.0,120.0,25.92647702407002
11.0,180.0,120.0,25.92647702407002
12.0,180.0,120.0,25.92647702407002
13.0,180.0,120.0,25.92647702407002
14.0,180.0,120.0,25.92647702407002
15.0,180.0,120.0,25.92647702407002
16.0,180.0,120.0,25.92647702407002
17.0,180.0,120.0,25.92647702407002
18.0,180.0,127.6288888888889,158.14444444444445
19.0,180.0,127.6288888888889,158.14444444444445
20.0,180.0,127.6288888888889,158.14444444444445
21.0,180.0,127.6288888888889,158.14444444444445
22.0,180.0,127.6288888888889,158.14444444444445
23.0,180.0,127.6288888888889,158.14444444444445
24.0,180.0,127.6288888888889,158.14444444444445
25.0,180.0,127.6288888888889,158.14444444444445
26.0,180.0,127.6288888888889,158.14444444444445
27.0,180.0,127.6288888888889,158.14444444444445
28.0,180.0,127.6288888888889,158.14444444444445
29.0,180.0,127.6288888888889,158.14444444444445
30.0,180.0,127.6288888888889,158.14444444444445
31.0,180.0,127.6288888888889,158.14444444444445
32.0,180.0,127.6288888888889,158.14444444444445
33.0,180.0,127.6288888888889,158.14444444444445
34.0,180.0,127.6288888888889,158.14444444444445
35.0,180.0,127.6288888888889,158.14444444444445
36.0,180.0,127.6288888888889,158.14444444444445
37.0,180.0,127.6288888888889,158.14444444444445
38.0,180.0,127.6288888888889,158.14444444444445
39.0,180.0,134.915655957162,137.344578313253
40.0,180.0,134.915655957162,137.344578313253
41.0,180.0,134.915655957162,137.344578313253
42.0,180.0,134.915655957162,137.344578313253
43.0,180.0,134.915655957162,137.344578313253
44.0,180.0,134.915655957162,137.344578313253
45.0,180.0,134.915655957162,137.344578313253
46.0,180.0,134.915655957162,137.344578313253
47.0,180.0,134.915655957162,137.344578313253
48.0,180.0,134.915655957162,137.344578313253
49.0,180.0,134.915655957162,137.344578313253
50.0,180.0,134.915655957162,137.344578313253
51.0,180.0,134.915655957162,137.344578313253
52.0,180.0,134.915655957162,137.344578313253
53.0,180.0,134.915655957162,137.344578313253
54.0,180.0,134.915655957162,137.344578313253
55.0,180.0,134.915655957162,137.344578313253
56.0,180.0,134.915655957162,137.344578313253
57.0,180.0,134.915655957162,137.344578313253
58.0,180.0,134.915655957162,137.344578313253
59.0,180.0,134.915655957162,137.344578313253
60.0,180.0,134.915655957162,137.344578313253
61.0,180.0,134.915655957162,137.344578313253
62.0,180.0,134.915655957162,137.344578313253
63.0,180.0,134.915655957162,137.344578313253
64.0,180.0,131.47149383789454,117.69484536082474
65.0,180.0,131.47149383789454,117.69484536082474
66.0,180.0,131.47149383789454,117.69484536082474
67.0,180.0,131.47149383789454,117.69484536082474
68.0,180.0,131.47149383789454,117.69484536082474
69.0,180.0,131.47149383789454,117.69484536082474
70.0,180.0,131.47149383789454,117.69484536082474
71.0,180.0,131.47149383789454,117.69484536082474
72.0,180.0,131.47149383789454,117.69484536082474
73.0,180.0,131.47149383789454,117.69484536082474
74.0,180.0,131.47149383789454,117.69484536082474
75.0,180.0,131.47149383789454,117.69484536082474
76.0,180.0,131.47149383789454,117.69484536082474
77.0,180.0,131.47149383789454,117.69484536082474
78.0,180.0,131.47149383789454,117.69484536082474
79.0,180.0,131.47149383789454,117.69484536082474
80.0,180.0,131.47149383789454,117.69484536082474
81.0,180.0,131.47149383789454,117.69484536082474
82.0,180.0,131.47149383789454,117.69484536082474
83.0,180.0,131.47149383789454,117.69484536082474
84.0,180.0,131.47149383789454,117.69484536082474
85.0,180.0,131.47149383789454,117.69484536082474
86.0,180.0,131.47149383789454,117.69484536082474
87.0,180.0,126.89974159134178,125.37582417582418
88.0,180.0,126.89974159134178,125.37582417582418
89.0,180.0,126.89974159134178,125.37582417582418
90.0,180.0,126.89974159134178,125.37582417582418
91.0,180.0,126.89974159134178,125.37582417582418
92.0,180.0,126.89974159134178,125.37582417582418
93.0,180.0,126.89974159134178,125.37582417582418
94.0,180.0,126.89974159134178,125.37582417582418
95.0,180.0,126.89974159134178,125.37582417582418
96.0,180.0,126.89974159134178,125.37582417582418
97.0,180.0,126.89974159134178,125.37582417582418
98.0,180.0,126.89974159134178,125.37582417582418
99.0,180.0,126.89974159134178,125.37582417582418
100.0,180.0,126.89974159134178,125.37582417582418
101.0,180.0,126.89974159134178,125.37582417582418
102.0,180.0,126.89974159134178,125.37582417582418
103.0,180.0,126.89974159134178,125.37582417582418
104.0,180.0,126.89974159134178,125.37582417582418
105.0,180.0,126.89974159134178,125.37582417582418
106.0,180.0,126.89974159134178,125.37582417582418
107.0,180.0,126.89974159134178,125.37582417582418
108.0,180.0,126.89974159134178,125.37582417582418
109.0,180.0,126.89974159134178,125.37582417582418
110.0,180.0,126.89974159134178,125.37582417582418
111.0,180.0,120.90618539783546,118.90833333333333
112.0,180.0,120.90618539783546,118.90833333333333
113.0,180.0,120.90618539783546,118.90833333333333
114.0,180.0,120.90618539783546,118.90833333333333
115.0,180.0,120.90618539783546,118.90833333333333
116.0,180.0,120.90618539783546,118.90833333333333
117.0,180.0,120.90618539783546,118.90833333333333
118.0,180.0,120.90618539783546,118.90833333333333
119.0,180.0,120.90618539783546,118.90833333333333
120.0,180.0,120.90618539783546,118.90833333333333
121.0,180.0,120.90618539783546,118.90833333333333
122.0,180.0,120.90618539783546,118.90833333333333
123.0,180.0,120.90618539783546,118.90833333333333
124.0,180.0,120.90618539783546,118.90833333333333
125.0,180.0,120.90618539783546,118.90833333333333
126.0,180.0,120.90618539783546,118.90833333333333
127.0,180.0,120.90618539783546,118.90833333333333
128.0,180.0,120.90618539783546,118.90833333333333
129.0,180.0,120.90618539783546,118.90833333333333
130.0,180.0,120.90618539783546,118.90833333333333
131.0,180.0,120.90618539783546,118.90833333333333
132.0,180.0,120.90618539783546,118.90833333333333
133.0,180.0,120.90618539783546,118.90833333333333
134.0,180.0,120.90618539783546,118.90833333333333
135.0,180.0,120.90618539783546,118.90833333333333
136.0,180.0,117.60613818619356,116.5061224489796
137.0,180.0,117.60613818619356,116.5061224489796
138.0,180.0,117.60613818619356,116.5061224489796
139.0,180.0,117.60613818619356,116.5061224489796
140.0,180.0,117.60613818619356,116.5061224489796
141.0,180.0,117.60613818619356,116.5061224489796
142.0,180.0,117.60613818619356,116.5061224489796
143.0,180.0,117.60613818619356,116.5061224489796
144.0,180.0,117.60613818619356,116.5061224489796
145.0,180.0,117.60613818619356,116.5061224489796
146.0,180.0,117.60613818619356,116.5061224489796
147.0,180.0,117.60613818619356,116.5061224489796
148.0,180.0,117.60613818619356,116.5061224489796
149.0,180.0,117.60613818619356,116.5061224489796
150.0,180.0,117.60613818619356,116.5061224489796
151.0,180.0,117.60613818619356,116.5061224489796
152.0,180.0,117.60613818619356,116.5061224489796
153.0,180.0,117.60613818619356,116.5061224489796
154.0,180.0,117.60613818619356,116.5061224489796
155.0,180.0,117.60613818619356,116.5061224489796
156.0,180.0,117.60613818619356,116.5061224489796
157.0,180.0,117.60613818619356,116.5061224489796
158.0,180.0,117.60613818619356,116.5061224489796
159.0,180.0,118.62598581777205,122.70537634408602
160.0,180.0,118.62598581777205,122.70537634408602
161.0,180.0,118.62598581777205,122.70537634408602
162.0,180.0,118.62598581777205,122.70537634408602
163.0,180.0,118.62598581777205,122.70537634408602
164.0,180.0,118.62598581777205,122.70537634408602
165.0,180.0,118.62598581777205,122.70537634408602
166.0,180.0,118.62598581777205,122.70537634408602
167.0,180.0,118.62598581777205,122.70537634408602
168.0,180.0,118.62598581777205,122.70537634408602
169.0,180.0,118.62598581777205,122.70537634408602
170.0,180.0,118.62598581777205,122.70537634408602
171.0,180.0,118.62598581777205,122.70537634408602
172.0,180.0,118.62598581777205,122.70537634408602
173.0,180.0,118.62598581777205,122.70537634408602
174.0,180.0,118.62598581777205,122.70537634408602
175.0,180.0,118.62598581777205,122.70537634408602
176.0,180.0,118.62598581777205,122.70537634408602
177.0,180.0,118.62598581777205,122.70537634408602
178.0,180.0,118.62598581777205,122.70537634408602
179.0,180.0,118.62598581777205,122.70537634408602
180.0,180.0,118.62598581777205,122.70537634408602
181.0,180.0,118.62598581777205,122.70537634408602
182.0,180.0,122.57374234434091,128.16629213483145
183.0,180.0,122.57374234434091,128.16629213483145
184.0,180.0,122.57374234434091,128.16629213483145
185.0,180.0,122.57374234434091,128.16629213483145
186.0,180.0,122.57374234434091,128.16629213483145
187.0,180.0,122.57374234434091,128.16629213483145
188.0,180.0,122.57374234434091,128.16629213483145
189.0,180.0,122.57374234434091,128.16629213483145
190.0,180.0,122.57374234434091,128.16629213483145
191.0,180.0,122.57374234434091,128.16629213483145
192.0,180.0,122.57374234434091,128.16629213483145
193.0,180.0,122.57374234434091,128.16629213483145
194.0,180.0,122.57374234434091,128.16629213483145
195.0,180.0,122.57374234434091,128.16629213483145
196.0,180.0,122.57374234434091,128.16629213483145
197.0,180.0,122.57374234434091,128.16629213483145
198.0,180.0,122.57374234434091,128.16629213483145
199.0,180.0,122.57374234434091,128.16629213483145
200.0,180.0,122.57374234434091,128.16629213483145
201.0,180.0,122.57374234434091,128.16629213483145
202.0,180.0,122.57374234434091,128.16629213483145
203.0,180.0,122.57374234434091,128.16629213483145
204.0,180.0,122.57374234434091,128.16629213483145
205.0,180.0,122.57374234434091,128.16629213483145
206.0,180.0,121.8406605421394,118.90833333333333
207.0,180.0,121.8406605421394,118.90833333333333
208.0,180.0,121.8406605421394,118.90833333333333
209.0,180.0,121.8406605421394,118.90833333333333
210.0,180.0,121.8406605421394,118.90833333333333
211.0,180.0,121.8406605421394,118.90833333333333
212.0,180.0,121.8406605421394,118.90833333333333
213.0,180.0,121.8406605421394,118.90833333333333
214.0,180.0,121.8406605421394,118.90833333333333
215.0,180.0,121.8406605421394,118.90833333333333
216.0,180.0,121.8406605421394,118.90833333333333
217.0,180.0,121.8406605421394,118.90833333333333
218.0,180.0,121.8406605421394,118.90833333333333
219.0,180.0,121.8406605421394,118.90833333333333
220.0,180.0,121.8406605421394,118.90833333333333
221.0,180.0,121.8406605421394,118.90833333333333
222.0,180.0,121.8406605421394,118.90833333333333
223.0,180.0,121.8406605421394,118.90833333333333
224.0,180.0,121.8406605421394,118.90833333333333
225.0,180.0,121.8406605421394,118.90833333333333
226.0,180.0,121.8406605421394,118.90833333333333
227.0,180.0,121.8406605421394,118.90833333333333
228.0,180.0,121.8406605421394,118.90833333333333
229.0,180.0,121.8406605421394,118.90833333333333
230.0,180.0,121.8406605421394,118.90833333333333
231.0,180.0,118.84636482930848,114.2
232.0,180.0,118.84636482930848,114.2
233.0,180.0,118.84636482930848,114.2
234.0,180.0,118.84636482930848,114.2
235.0,180.0,118.84636482930848,114.2
236.0,180.0,118.84636482930848,114.2
237.0,180.0,118.84636482930848,114.2
238.0,180.0,118.84636482930848,114.2
239.0,180.0,118.84636482930848,114.2
240.0,180.0,118.84636482930848,114.2
241.0,180.0,118.84636482930848,114.2
242.0,180.0,118.84636482930848,114.2
243.0,180.0,118.84636482930848,114.2
244.0,180.0,118.84636482930848,114.2
245.0,180.0,118.84636482930848,114.2
246.0,180.0,118.84636482930848,114.2
247.0,180.0,118.84636482930848,114.2
248.0,180.0,118.84636482930848,114.2
249.0,180.0,118.84636482930848,114.2
250.0,180.0,118.84636482930848,114.2
251.0,180.0,118.84636482930848,114.2
252.0,180.0,118.84636482930848,114.2
253.0,180.0,118.84636482930848,114.2
254.0,180.0,118.84636482930848,114.2
255.0,180.0,118.84636482930848,114.2
256.0,180.0,118.84636482930848,114.2
257.0,180.0,113.17090166595037,113.08118811881188
258.0,180.0,113.17090166595037,113.08118811881188
259.0,180.0,113.17090166595037,113.08118811881188
260.0,180.0,113.17090166595037,113.08118811881188
261.0,180.0,113.17090166595037,113.08118811881188
262.0,180.0,113.17090166595037,113.08118811881188
263.0,180.0,113.17090166595037,113.08118811881188
264.0,180.0,113.17090166595037,113.08118811881188
265.0,180.0,113.17090166595037,113.08118811881188
266.0,180.0,113.17090166595037,113.08118811881188
267.0,180.0,113.17090166595037,113.08118811881188
268.0,180.0,113.17090166595037,113.08118811881188
269.0,180.0,113.17090166595037,113.08118811881188
270.0,180.0,113.17090166595037,113.08118811881188
271.0,180.0,113.17090166595037,113.08118811881188
272.0,180.0,113.17090166595037,113.08118811881188
273.0,180.0,113.17090166595037,113.08118811881188
274.0,180.0,113.17090166595037,113.08118811881188
275.0,180.0,113.17090166595037,113.08118811881188
276.0,180.0,113.17090166595037,113.08118811881188
277.0,180.0,113.17090166595037,113.08118811881188
278.0,180.0,113.17090166595037,113.08118811881188
279.0,180.0,116.45853951457848,129.6090909090909
280.0,180.0,116.45853951457848,129.6090909090909
281.0,180.0,116.45853951457848,129.6090909090909
282.0,180.0,116.45853951457848,129.6090909090909
283.0,180.0,116.45853951457848,129.6090909090909
284.0,180.0,116.45853951457848,129.6090909090909
285.0,180.0,116.45853951457848,129.6090909090909
286.0,180.0,116.45853951457848,129.6090909090909
287.0,180.0,116.45853951457848,129.6090909090909
288.0,180.0,116.45853951457848,129.6090909090909
289.0,180.0,116.45853951457848,129.6090909090909
290.0,180.0,116.45853951457848,129.6090909090909
291.0,180.0,116.45853951457848,129.6090909090909
292.0,180.0,116.45853951457848,129.6090909090909
293.0,180.0,116.45853951457848,129.6090909090909
294.0,180.0,116.45853951457848,129.6090909090909
295.0,180.0,116.45853951457848,129.6090909090909
296.0,180.0,116.45853951457848,129.6090909090909
297.0,180.0,116.45853951457848,129.6090909090909
298.0,180.0,116.45853951457848,129.6090909090909
299.0,180.0,116.45853951457848,129.6090909090909
300.0,180.0,116.45853951457848,129.6090909090909
301.0,180.0,116.45853951457848,129.6090909090909
302.0,180.0,116.45853951457848,129.6090909090909
303.0,180.0,116.45853951457848,129.6090909090909
304.0,180.0,116.2351144399456,115.34141414141415
305.0,180.0,116.2351144399456,115.34141414141415
306.0,180.0,116.2351144399456,115.34141414141415
307.0,180.0,116.2351144399456,115.34141414141415
308.0,180.0,116.2351144399456,115.34141414141415
309.0,180.0,116.2351144399456,115.34141414141415
310.0,180.0,116.2351144399456,115.34141414141415
311.0,180.0,116.2351144399456,115.34141414141415
312.0,180.0,116.2351144399456,115.34141414141415
313.0,180.0,116.2351144399456,115.34141414141415
314.0,180.0,116.2351144399456,115.34141414141415
315.0,180.0,116.2351144399456,115.34141414141415
316.0,180.0,116.2351144399456,115.34141414141415
317.0,180.0,116.2351144399456,115.34141414141415
318.0,180.0,116.2351144399456,115.34141414141415
319.0,180.0,116.2351144399456,115.34141414141415
320.0,180.0,116.2351144399456,115.34141414141415
321.0,180.0,116.2351144399456,115.34141414141415
322.0,180.0,116.2351144399456,115.34141414141415
323.0,180.0,116.2351144399456,115.34141414141415
324.0,180.0,116.2351144399456,115.34141414141415
325.0,180.0,116.2351144399456,115.34141414141415
326.0,180.0,116.2351144399456,115.34141414141415
327.0,180.0,116.2351144399456,115.34141414141415
328.0,180.0,117.27064474344584,121.41276595744681
329.0,180.0,117.27064474344584,121.41276595744681
330.0,180.0,117.27064474344584,121.41276595744681
331.0,180.0,117.27064474344584,121.41276595744681
332.0,180.0,117.27064474344584,121.41276595744681
333.0,180.0,117.27064474344584,121.41276595744681
334.0,180.0,117.27064474344584,121.41276595744681
335.0,180.0,117.27064474344584,121.41276595744681
336.0,180.0,117.27064474344584,121.41276595744681
337.0,180.0,117.27064474344584,121.41276595744681
338.0,180.0,117.27064474344584,121.41276595744681
