120.00,120
120.00,120
120.00,120
124.04,120
150.89,150
155.51,150
153.57,150
159.24,150
158.79,150
156.90,150
158.14,150
158.32,150
157.01,150
160.24,150
159.65,150
157.00,150
157.89,150
158.93,150
158.06,150
158.14,150
160.65,150
159.38,150
159.44,150
156.40,150
154.97,150
156.53,150
162.78,150
162.08,150
161.87,150
159.80,150
157.70,150
156.01,150
161.24,165
167.84,165
177.02,165
176.01,165
173.74,165
173.67,165
172.51,165
168.83,165
173.70,165
171.98,165
173.94,165
176.48,165
175.53,165
174.08,165
172.47,165
175.37,165
174.11,165
170.99,165
172.36,165
172.12,165
173.96,165
172.15,165
173.54,165
187.26,205
206.26,205
213.89,205
221.76,205
220.19,205
220.70,205
214.47,205
214.66,205
213.63,205
214.64,205
213.19,205
215.32,205
218.11,205
219.91,205
220.16,205
219.24,205
218.00,205
224.72,205
224.41,205
218.68,205
231.92,205
227.51,205
218.25,205
221.82,205
224.51,205
229.60,205
226.15,205
221.39,205
220.37,205
220.37,205
193.32,115
171.77,115
161.44,115
148.60,115
139.48,115
136.19,115
129.46,115
125.70,115
123.49,115
120.92,115
121.45,115
122.77,115
122.80,115
122.71,115
132.40,115
131.62,115
127.13,115
125.96,115
116.05,115
103.52,80
96.87,80
92.42,80
90.44,80
87.33,80
85.57,80
85.99,80
85.95,80
83.35,80
83.49,80
82.86,80
83.14,80
83.64,80
84.41,80
81.99,80
84.22,80
83.97,80
85.31,80
105.68,120
110.58,120
117.01,120
120.26,120
123.33,120
124.49,120
123.98,120
124.57,120
124.68,120
126.06,120
128.82,120
