119,120,1
118,120,4
119,120,1
118,120,4
150,150,0
149,150,1
149,150,1
150,150,0
148,150,4
145,150,25
146,150,16
144,150,36
150,150,0
150,150,0
148,150,4
154,150,16
153,150,9
150,150,0
150,150,0
147,150,9
143,150,49
150,150,0
148,150,4
149,150,1
151,150,1
150,150,0
149,150,1
150,150,0
150,150,0
149,150,1
151,150,1
160,165,25
168,165,9
170,165,25
170,165,25
168,165,9
168,165,9
166,165,1
168,165,9
161,165,16
168,165,9
164,165,1
166,165,1
160,165,25
161,165,16
162,165,9
163,165,4
171,165,36
171,165,36
163,165,4
161,165,16
164,165,1
181,205,576
181,205,576
218,205,169
209,205,16
200,205,25
199,205,36
199,205,36
204,205,1
207,205,4
206,205,1
207,205,4
204,205,1
204,205,1
205,205,0
207,205,4
207,205,4
201,205,16
204,205,1
208,205,9
200,205,25
205,205,0
207,205,4
203,205,4
198,205,49
206,205,1
206,205,1
205,205,0
202,205,9
174,115,3481
127,115,144
108,115,49
113,115,4
114,115,1
113,115,4
115,115,0
114,115,1
117,115,4
117,115,4
112,115,9
113,115,4
111,115,16
117,115,4
116,115,1
113,115,4
105,80,625
86,80,36
75,80,25
78,80,4
81,80,1
80,80,0
79,80,1
81,80,1
82,80,4
78,80,4
78,80,4
80,80,0
79,80,1
79,80,1
80,80,0
88,80,64
82,80,4
87,80,49
118,120,4
118,120,4
116,120,16
119,120,1
120,120,0
120,120,0
119,120,1
118,120,4
119,120,1
,,53.92682927
